food_name,dietary_type,meal_type,calories,protein,carbs,fats,portion_size,preparation_time,cuisine_type,ingredients,cooking_method,allergens,seasonality,difficulty_level,recipe_link
Oatmeal 772,Paleo,Lunch,474,30,70,1,3 serving(s),40,Mediterranean,"Ingredient 5, Ingredient 13",Slow-cook,fish,Winter,Hard,https://example.com/recipe_772
Keto Egg Salad 773,Paleo,Lunch,661,26,0,40,2 serving(s),9,Italian,"Ingredient 5, Ingredient 16",Pan-fry,nuts,All Year,Hard,https://example.com/recipe_773
Quinoa Bowl 774,Gluten-Free,Lunch,709,23,51,44,1 serving(s),38,Mediterranean,"Ingredient 4, Ingredient 20",Slow-cook,gluten,Spring,Medium,https://example.com/recipe_774
Vegan Stir-Fry 775,No Restrictions,Pre-workout,202,12,56,45,1 serving(s),7,American,"Ingredient 6, Ingredient 17",Bake,None,Fall,Easy,https://example.com/recipe_775
Vegan Stir-Fry 776,No Restrictions,Dinner,643,7,89,20,2 serving(s),47,Italian,"Ingredient 7, Ingredient 19",Steam,fish,All Year,Easy,https://example.com/recipe_776
Vegan Stir-Fry 777,Gluten-Free,Breakfast,623,10,100,36,3 serving(s),57,Mediterranean,"Ingredient 1, Ingredient 12",Air-fry,fish,All Year,Hard,https://example.com/recipe_777
Grilled Chicken 778,Paleo,Lunch,431,46,82,17,2 serving(s),28,Mexican,"Ingredient 3, Ingredient 18",Boil,fish,All Year,Easy,https://example.com/recipe_778
Grilled Chicken 779,Gluten-Free,Lunch,135,40,23,5,3 serving(s),47,Italian,"Ingredient 4, Ingredient 18",Grill,None,Fall,Easy,https://example.com/recipe_779
Tofu Curry 780,Mediterranean,Breakfast,413,19,80,23,1 serving(s),41,Middle Eastern,"Ingredient 9, Ingredient 11",Boil,soy,Summer,Easy,https://example.com/recipe_780
Pasta Primavera 781,Gluten-Free,Pre-workout,219,42,22,2,2 serving(s),44,Italian,"Ingredient 9, Ingredient 20",Slow-cook,nuts,All Year,Hard,https://example.com/recipe_781
Vegan Stir-Fry 782,No Restrictions,Pre-workout,377,9,52,7,1 serving(s),12,Middle Eastern,"Ingredient 10, Ingredient 11",Steam,eggs,Summer,Medium,https://example.com/recipe_782
Oatmeal 783,No Restrictions,Dinner,721,41,98,39,2 serving(s),33,Mediterranean,"Ingredient 6, Ingredient 19",No-Cook,eggs,All Year,Medium,https://example.com/recipe_783
Quinoa Bowl 784,Keto,Post-workout,704,8,52,18,2 serving(s),28,Indian,"Ingredient 2, Ingredient 11",Pan-fry,soy,All Year,Hard,https://example.com/recipe_784
Pasta Primavera 785,Vegan,Post-workout,604,12,64,24,2 serving(s),27,Italian,"Ingredient 9, Ingredient 20",Steam,eggs,Fall,Hard,https://example.com/recipe_785
Tofu Curry 786,Paleo,Lunch,287,22,19,16,3 serving(s),50,International,"Ingredient 2, Ingredient 15",Steam,shellfish,All Year,Easy,https://example.com/recipe_786
Oatmeal 787,Mediterranean,Lunch,786,40,99,35,3 serving(s),10,Italian,"Ingredient 4, Ingredient 12",Grill,soy,Winter,Medium,https://example.com/recipe_787
Salmon Steak 788,Gluten-Free,Post-workout,457,44,40,41,3 serving(s),29,Mediterranean,"Ingredient 2, Ingredient 16",Boil,gluten,All Year,Easy,https://example.com/recipe_788
Keto Egg Salad 789,Keto,Post-workout,474,5,89,21,2 serving(s),38,Indian,"Ingredient 10, Ingredient 11",Steam,dairy,Summer,Hard,https://example.com/recipe_789
Smoothie 790,Vegan,Pre-workout,126,41,54,22,3 serving(s),39,Mexican,"Ingredient 10, Ingredient 12",Grill,fish,Summer,Hard,https://example.com/recipe_790
Tofu Curry 791,Paleo,Lunch,731,6,11,43,1 serving(s),58,International,"Ingredient 8, Ingredient 18",Bake,None,All Year,Hard,https://example.com/recipe_791
Chicken Wrap 792,Vegan,Post-workout,183,37,5,34,3 serving(s),36,Asian,"Ingredient 8, Ingredient 17",Boil,None,Winter,Medium,https://example.com/recipe_792
Oatmeal 793,Vegan,Post-workout,375,34,74,1,1 serving(s),58,Mediterranean,"Ingredient 5, Ingredient 15",Grill,eggs,All Year,Hard,https://example.com/recipe_793
Tofu Curry 794,Mediterranean,Snacks,258,30,2,19,3 serving(s),53,Italian,"Ingredient 2, Ingredient 16",Grill,fish,Winter,Medium,https://example.com/recipe_794
Grilled Chicken 795,Keto,Snacks,178,8,34,23,3 serving(s),42,International,"Ingredient 4, Ingredient 18",No-Cook,dairy,Spring,Hard,https://example.com/recipe_795
Quinoa Bowl 796,Vegetarian,Dinner,324,22,7,9,2 serving(s),13,Italian,"Ingredient 9, Ingredient 16",Pan-fry,nuts,Summer,Medium,https://example.com/recipe_796
Grilled Chicken 797,Keto,Breakfast,193,23,54,10,2 serving(s),31,American,"Ingredient 2, Ingredient 14",Steam,eggs,All Year,Easy,https://example.com/recipe_797
Tofu Curry 798,Gluten-Free,Dinner,769,44,14,25,3 serving(s),5,Mexican,"Ingredient 7, Ingredient 19",Slow-cook,eggs,All Year,Medium,https://example.com/recipe_798
Pasta Primavera 799,Paleo,Snacks,533,13,81,23,3 serving(s),48,Middle Eastern,"Ingredient 4, Ingredient 11",Air-fry,soy,Winter,Medium,https://example.com/recipe_799
Grilled Chicken 800,Mediterranean,Post-workout,570,34,29,9,1 serving(s),53,Mexican,"Ingredient 9, Ingredient 14",Bake,soy,Summer,Medium,https://example.com/recipe_800
Tofu Curry 801,Keto,Snacks,520,43,61,46,2 serving(s),54,Asian,"Ingredient 4, Ingredient 19",Bake,gluten,Spring,Medium,https://example.com/recipe_801
Oatmeal 802,No Restrictions,Dinner,575,32,43,42,2 serving(s),54,Italian,"Ingredient 1, Ingredient 16",Air-fry,fish,Fall,Medium,https://example.com/recipe_802
Salmon Steak 803,Vegetarian,Dinner,163,6,61,7,1 serving(s),50,Middle Eastern,"Ingredient 6, Ingredient 14",No-Cook,gluten,Winter,Medium,https://example.com/recipe_803
Vegan Stir-Fry 804,Vegetarian,Pre-workout,244,25,61,45,3 serving(s),13,Italian,"Ingredient 3, Ingredient 14",Pan-fry,None,Fall,Easy,https://example.com/recipe_804
Vegan Stir-Fry 805,Vegetarian,Pre-workout,118,30,14,48,1 serving(s),9,Mediterranean,"Ingredient 3, Ingredient 20",Air-fry,eggs,All Year,Easy,https://example.com/recipe_805
Grilled Chicken 806,Vegan,Post-workout,692,19,42,23,3 serving(s),41,International,"Ingredient 7, Ingredient 12",Air-fry,dairy,Winter,Hard,https://example.com/recipe_806
Salmon Steak 807,Paleo,Lunch,388,26,53,20,1 serving(s),33,Asian,"Ingredient 2, Ingredient 16",Grill,None,Summer,Easy,https://example.com/recipe_807
Quinoa Bowl 808,Keto,Snacks,787,15,83,48,2 serving(s),12,International,"Ingredient 10, Ingredient 12",Steam,soy,Spring,Easy,https://example.com/recipe_808
Pasta Primavera 809,Mediterranean,Post-workout,324,16,24,35,3 serving(s),8,Indian,"Ingredient 8, Ingredient 11",No-Cook,dairy,Spring,Hard,https://example.com/recipe_809
Quinoa Bowl 810,Gluten-Free,Breakfast,593,18,82,42,2 serving(s),56,Mediterranean,"Ingredient 7, Ingredient 19",Slow-cook,nuts,Spring,Medium,https://example.com/recipe_810
Oatmeal 811,Vegan,Snacks,461,49,93,21,1 serving(s),51,Middle Eastern,"Ingredient 6, Ingredient 20",Bake,dairy,Summer,Easy,https://example.com/recipe_811
Tofu Curry 812,No Restrictions,Snacks,287,22,60,8,3 serving(s),22,Mediterranean,"Ingredient 10, Ingredient 11",Grill,soy,Summer,Hard,https://example.com/recipe_812
Vegan Stir-Fry 813,Keto,Breakfast,280,11,25,12,2 serving(s),44,Asian,"Ingredient 10, Ingredient 13",Boil,nuts,Spring,Medium,https://example.com/recipe_813
Oatmeal 814,Keto,Dinner,781,45,10,32,1 serving(s),19,Italian,"Ingredient 10, Ingredient 15",Bake,dairy,Summer,Medium,https://example.com/recipe_814
Quinoa Bowl 815,No Restrictions,Pre-workout,672,9,65,36,1 serving(s),48,International,"Ingredient 8, Ingredient 12",No-Cook,eggs,Summer,Hard,https://example.com/recipe_815
Tofu Curry 816,Vegan,Pre-workout,160,39,73,46,3 serving(s),23,Middle Eastern,"Ingredient 8, Ingredient 17",Boil,eggs,Winter,Easy,https://example.com/recipe_816
Tofu Curry 817,Gluten-Free,Post-workout,322,38,30,25,2 serving(s),55,Middle Eastern,"Ingredient 10, Ingredient 14",No-Cook,None,Spring,Easy,https://example.com/recipe_817
Oatmeal 818,Vegetarian,Breakfast,158,24,5,32,2 serving(s),8,Indian,"Ingredient 6, Ingredient 20",Air-fry,dairy,Fall,Hard,https://example.com/recipe_818
Vegan Stir-Fry 819,Gluten-Free,Lunch,789,5,0,10,3 serving(s),23,Mediterranean,"Ingredient 1, Ingredient 13",No-Cook,shellfish,Fall,Easy,https://example.com/recipe_819
Keto Egg Salad 820,Vegan,Post-workout,327,14,64,9,1 serving(s),18,International,"Ingredient 8, Ingredient 11",Slow-cook,nuts,Spring,Medium,https://example.com/recipe_820
Pasta Primavera 821,Mediterranean,Pre-workout,683,46,91,8,3 serving(s),43,International,"Ingredient 9, Ingredient 11",Steam,dairy,All Year,Hard,https://example.com/recipe_821
Vegan Stir-Fry 822,No Restrictions,Pre-workout,784,50,96,39,3 serving(s),15,International,"Ingredient 8, Ingredient 16",Grill,eggs,Fall,Hard,https://example.com/recipe_822
Tofu Curry 823,Vegan,Post-workout,223,47,39,36,3 serving(s),49,Middle Eastern,"Ingredient 1, Ingredient 13",Pan-fry,soy,Summer,Medium,https://example.com/recipe_823
Pasta Primavera 824,Keto,Pre-workout,108,6,42,38,3 serving(s),19,American,"Ingredient 8, Ingredient 17",Slow-cook,soy,Summer,Easy,https://example.com/recipe_824
Pasta Primavera 825,Keto,Breakfast,318,6,18,4,3 serving(s),18,Mexican,"Ingredient 6, Ingredient 12",No-Cook,fish,Summer,Easy,https://example.com/recipe_825
Smoothie 826,No Restrictions,Pre-workout,790,32,97,44,1 serving(s),25,Indian,"Ingredient 4, Ingredient 14",Boil,None,Fall,Medium,https://example.com/recipe_826
Oatmeal 827,Paleo,Breakfast,664,39,39,14,3 serving(s),58,Mexican,"Ingredient 6, Ingredient 11",Air-fry,eggs,Fall,Medium,https://example.com/recipe_827
Quinoa Bowl 828,No Restrictions,Snacks,241,18,3,18,1 serving(s),6,Italian,"Ingredient 7, Ingredient 13",Grill,None,All Year,Easy,https://example.com/recipe_828
Quinoa Bowl 829,Mediterranean,Lunch,767,34,49,10,2 serving(s),27,Indian,"Ingredient 8, Ingredient 20",Steam,soy,Winter,Medium,https://example.com/recipe_829
Salmon Steak 830,Mediterranean,Lunch,276,33,31,11,1 serving(s),18,Indian,"Ingredient 2, Ingredient 18",Slow-cook,soy,Spring,Medium,https://example.com/recipe_830
Keto Egg Salad 831,Vegan,Pre-workout,247,26,44,39,1 serving(s),29,Italian,"Ingredient 5, Ingredient 12",No-Cook,nuts,All Year,Medium,https://example.com/recipe_831
Vegan Stir-Fry 832,Vegetarian,Dinner,614,16,21,9,2 serving(s),34,Italian,"Ingredient 9, Ingredient 13",Pan-fry,soy,All Year,Easy,https://example.com/recipe_832
Salmon Steak 833,Keto,Pre-workout,264,11,75,5,1 serving(s),8,Italian,"Ingredient 3, Ingredient 12",Steam,None,Summer,Hard,https://example.com/recipe_833
Tofu Curry 834,Vegetarian,Dinner,744,41,13,11,3 serving(s),44,International,"Ingredient 9, Ingredient 11",Pan-fry,dairy,Winter,Easy,https://example.com/recipe_834
Salmon Steak 835,Gluten-Free,Breakfast,512,37,60,31,3 serving(s),13,American,"Ingredient 6, Ingredient 14",Bake,gluten,Fall,Easy,https://example.com/recipe_835
Smoothie 836,Paleo,Post-workout,682,36,21,16,3 serving(s),54,Italian,"Ingredient 3, Ingredient 19",Bake,eggs,Spring,Easy,https://example.com/recipe_836
Oatmeal 837,Paleo,Dinner,202,24,72,24,3 serving(s),45,Mexican,"Ingredient 1, Ingredient 11",Boil,None,All Year,Medium,https://example.com/recipe_837
Pasta Primavera 838,Gluten-Free,Breakfast,299,25,5,7,2 serving(s),58,Indian,"Ingredient 1, Ingredient 11",No-Cook,soy,All Year,Hard,https://example.com/recipe_838
Oatmeal 839,No Restrictions,Pre-workout,619,40,21,0,1 serving(s),37,Middle Eastern,"Ingredient 3, Ingredient 16",Grill,fish,Spring,Hard,https://example.com/recipe_839
Oatmeal 840,Vegan,Snacks,434,10,93,6,2 serving(s),46,Italian,"Ingredient 3, Ingredient 11",Boil,fish,Winter,Medium,https://example.com/recipe_840
Tofu Curry 841,Keto,Breakfast,643,34,30,10,3 serving(s),32,Italian,"Ingredient 9, Ingredient 11",Steam,None,Summer,Medium,https://example.com/recipe_841
Oatmeal 842,Gluten-Free,Post-workout,748,44,18,38,3 serving(s),9,American,"Ingredient 2, Ingredient 16",No-Cook,fish,Winter,Easy,https://example.com/recipe_842
Quinoa Bowl 843,Keto,Breakfast,205,17,52,32,2 serving(s),60,International,"Ingredient 2, Ingredient 12",Slow-cook,None,Winter,Easy,https://example.com/recipe_843
Quinoa Bowl 844,Vegan,Pre-workout,104,34,50,15,3 serving(s),40,Middle Eastern,"Ingredient 6, Ingredient 12",Slow-cook,gluten,Fall,Easy,https://example.com/recipe_844
Chicken Wrap 845,Gluten-Free,Dinner,477,10,79,24,3 serving(s),57,Indian,"Ingredient 9, Ingredient 14",Boil,soy,Fall,Hard,https://example.com/recipe_845
Vegan Stir-Fry 846,Keto,Pre-workout,118,21,91,30,3 serving(s),8,Mexican,"Ingredient 4, Ingredient 12",Air-fry,fish,Fall,Easy,https://example.com/recipe_846
Pasta Primavera 847,Vegetarian,Snacks,318,37,78,18,3 serving(s),54,Asian,"Ingredient 2, Ingredient 12",Slow-cook,eggs,Winter,Medium,https://example.com/recipe_847
Oatmeal 848,Vegetarian,Dinner,475,31,78,45,2 serving(s),56,Mediterranean,"Ingredient 2, Ingredient 15",Bake,None,Spring,Easy,https://example.com/recipe_848
Tofu Curry 849,Vegan,Lunch,149,36,67,8,2 serving(s),18,Indian,"Ingredient 9, Ingredient 18",Pan-fry,eggs,Spring,Medium,https://example.com/recipe_849
Smoothie 850,Vegetarian,Breakfast,202,34,85,48,2 serving(s),27,Indian,"Ingredient 9, Ingredient 11",Bake,fish,Fall,Easy,https://example.com/recipe_850
Oatmeal 851,Paleo,Breakfast,243,45,26,27,2 serving(s),46,American,"Ingredient 6, Ingredient 18",Air-fry,dairy,All Year,Medium,https://example.com/recipe_851
Tofu Curry 852,No Restrictions,Post-workout,446,24,29,4,3 serving(s),59,American,"Ingredient 6, Ingredient 14",No-Cook,shellfish,Spring,Hard,https://example.com/recipe_852
Keto Egg Salad 853,Gluten-Free,Pre-workout,732,19,22,16,2 serving(s),49,Indian,"Ingredient 6, Ingredient 11",Bake,shellfish,Summer,Easy,https://example.com/recipe_853
Keto Egg Salad 854,Vegan,Dinner,680,42,0,26,3 serving(s),22,International,"Ingredient 1, Ingredient 19",Grill,fish,All Year,Easy,https://example.com/recipe_854
Oatmeal 855,Vegetarian,Snacks,758,11,1,24,3 serving(s),16,Middle Eastern,"Ingredient 7, Ingredient 14",No-Cook,None,Spring,Hard,https://example.com/recipe_855
Vegan Stir-Fry 856,Gluten-Free,Dinner,511,28,3,21,2 serving(s),47,American,"Ingredient 10, Ingredient 18",Boil,eggs,All Year,Hard,https://example.com/recipe_856
Oatmeal 857,No Restrictions,Snacks,530,44,97,23,1 serving(s),44,Indian,"Ingredient 6, Ingredient 13",Boil,nuts,Winter,Hard,https://example.com/recipe_857
Quinoa Bowl 858,No Restrictions,Lunch,491,19,70,10,3 serving(s),25,Middle Eastern,"Ingredient 4, Ingredient 11",Pan-fry,shellfish,All Year,Easy,https://example.com/recipe_858
Quinoa Bowl 859,Mediterranean,Dinner,646,5,65,30,1 serving(s),23,Mediterranean,"Ingredient 6, Ingredient 14",Bake,dairy,Summer,Easy,https://example.com/recipe_859
Tofu Curry 860,Paleo,Lunch,286,42,99,3,3 serving(s),32,International,"Ingredient 7, Ingredient 17",Air-fry,fish,Fall,Medium,https://example.com/recipe_860
Salmon Steak 861,Vegan,Snacks,684,16,35,16,1 serving(s),8,Indian,"Ingredient 4, Ingredient 18",Steam,nuts,Spring,Easy,https://example.com/recipe_861
Vegan Stir-Fry 862,Mediterranean,Lunch,237,27,93,5,3 serving(s),53,Mediterranean,"Ingredient 6, Ingredient 18",Boil,soy,All Year,Easy,https://example.com/recipe_862
Grilled Chicken 863,Vegetarian,Post-workout,499,41,35,41,1 serving(s),14,Middle Eastern,"Ingredient 6, Ingredient 19",No-Cook,gluten,Winter,Easy,https://example.com/recipe_863
Grilled Chicken 864,Vegan,Pre-workout,497,21,64,12,3 serving(s),41,Mexican,"Ingredient 7, Ingredient 20",Bake,nuts,Winter,Hard,https://example.com/recipe_864
Oatmeal 865,Gluten-Free,Post-workout,657,16,27,27,1 serving(s),13,Italian,"Ingredient 7, Ingredient 11",Air-fry,dairy,Spring,Easy,https://example.com/recipe_865
Vegan Stir-Fry 866,Vegetarian,Pre-workout,444,25,85,32,3 serving(s),42,Mediterranean,"Ingredient 9, Ingredient 20",Grill,soy,Summer,Easy,https://example.com/recipe_866
Quinoa Bowl 867,No Restrictions,Dinner,315,27,67,1,3 serving(s),43,Middle Eastern,"Ingredient 3, Ingredient 14",Boil,soy,Winter,Medium,https://example.com/recipe_867
Oatmeal 868,Gluten-Free,Snacks,770,22,9,29,2 serving(s),46,Mexican,"Ingredient 10, Ingredient 11",Pan-fry,gluten,All Year,Hard,https://example.com/recipe_868
Smoothie 869,Gluten-Free,Lunch,694,17,5,24,3 serving(s),6,Asian,"Ingredient 7, Ingredient 19",No-Cook,fish,Winter,Hard,https://example.com/recipe_869
Pasta Primavera 870,Vegetarian,Breakfast,383,41,20,8,3 serving(s),60,Asian,"Ingredient 9, Ingredient 13",Pan-fry,None,Spring,Hard,https://example.com/recipe_870
Pasta Primavera 871,Mediterranean,Snacks,480,7,5,28,3 serving(s),14,Mediterranean,"Ingredient 5, Ingredient 14",Air-fry,nuts,Summer,Medium,https://example.com/recipe_871
Grilled Chicken 872,Vegetarian,Breakfast,443,26,66,27,1 serving(s),12,Asian,"Ingredient 2, Ingredient 11",Air-fry,None,All Year,Easy,https://example.com/recipe_872
Quinoa Bowl 873,Vegetarian,Lunch,791,33,44,20,2 serving(s),40,Asian,"Ingredient 9, Ingredient 11",Bake,gluten,Winter,Medium,https://example.com/recipe_873
Smoothie 874,Vegan,Pre-workout,144,15,97,31,3 serving(s),33,Middle Eastern,"Ingredient 1, Ingredient 13",No-Cook,fish,Fall,Easy,https://example.com/recipe_874
Pasta Primavera 875,Keto,Lunch,273,17,37,20,1 serving(s),12,Asian,"Ingredient 4, Ingredient 17",Steam,dairy,All Year,Hard,https://example.com/recipe_875
Grilled Chicken 876,Gluten-Free,Breakfast,262,33,80,41,3 serving(s),47,Mexican,"Ingredient 8, Ingredient 20",Steam,nuts,Spring,Hard,https://example.com/recipe_876
Vegan Stir-Fry 877,Vegetarian,Lunch,565,31,4,29,2 serving(s),34,Mediterranean,"Ingredient 1, Ingredient 13",Grill,None,Fall,Hard,https://example.com/recipe_877
Keto Egg Salad 878,No Restrictions,Dinner,151,28,64,43,3 serving(s),50,Italian,"Ingredient 1, Ingredient 13",No-Cook,shellfish,Fall,Medium,https://example.com/recipe_878
Pasta Primavera 879,No Restrictions,Snacks,673,38,4,7,2 serving(s),7,Middle Eastern,"Ingredient 8, Ingredient 17",Bake,None,Summer,Medium,https://example.com/recipe_879
Grilled Chicken 880,Mediterranean,Lunch,115,42,37,4,3 serving(s),13,Mediterranean,"Ingredient 4, Ingredient 20",Bake,gluten,All Year,Medium,https://example.com/recipe_880
Grilled Chicken 881,No Restrictions,Breakfast,246,25,73,16,1 serving(s),21,American,"Ingredient 2, Ingredient 12",Boil,gluten,Spring,Medium,https://example.com/recipe_881
Grilled Chicken 882,Vegan,Dinner,758,21,14,28,3 serving(s),56,Mediterranean,"Ingredient 5, Ingredient 14",Grill,eggs,All Year,Medium,https://example.com/recipe_882
Pasta Primavera 883,Mediterranean,Snacks,701,46,9,18,2 serving(s),26,Mexican,"Ingredient 1, Ingredient 15",Bake,eggs,Winter,Hard,https://example.com/recipe_883
Salmon Steak 884,Gluten-Free,Pre-workout,564,11,50,20,2 serving(s),53,American,"Ingredient 3, Ingredient 13",Grill,shellfish,Summer,Medium,https://example.com/recipe_884
Chicken Wrap 885,Keto,Lunch,700,45,33,14,2 serving(s),12,Indian,"Ingredient 8, Ingredient 16",Boil,fish,Fall,Easy,https://example.com/recipe_885
Tofu Curry 886,Vegan,Pre-workout,163,43,84,50,2 serving(s),46,Indian,"Ingredient 4, Ingredient 11",Grill,nuts,Spring,Hard,https://example.com/recipe_886
Salmon Steak 887,Gluten-Free,Breakfast,227,44,84,8,1 serving(s),31,Indian,"Ingredient 4, Ingredient 17",Steam,dairy,Summer,Hard,https://example.com/recipe_887
Grilled Chicken 888,Paleo,Pre-workout,708,18,49,15,3 serving(s),13,Middle Eastern,"Ingredient 3, Ingredient 14",Air-fry,soy,Summer,Easy,https://example.com/recipe_888
Smoothie 889,Paleo,Dinner,327,28,82,45,1 serving(s),19,American,"Ingredient 8, Ingredient 11",Grill,dairy,Spring,Easy,https://example.com/recipe_889
Pasta Primavera 890,Gluten-Free,Post-workout,620,10,92,17,2 serving(s),50,International,"Ingredient 6, Ingredient 15",Steam,None,Spring,Hard,https://example.com/recipe_890
Quinoa Bowl 891,Paleo,Snacks,380,18,99,35,3 serving(s),24,American,"Ingredient 10, Ingredient 16",Steam,shellfish,Fall,Easy,https://example.com/recipe_891
Quinoa Bowl 892,Mediterranean,Pre-workout,346,20,13,30,2 serving(s),47,Mediterranean,"Ingredient 8, Ingredient 13",Bake,dairy,All Year,Hard,https://example.com/recipe_892
Smoothie 893,Vegetarian,Lunch,604,43,0,28,2 serving(s),25,Mediterranean,"Ingredient 3, Ingredient 16",Grill,fish,Fall,Easy,https://example.com/recipe_893
Salmon Steak 894,Mediterranean,Dinner,281,29,97,15,2 serving(s),28,Middle Eastern,"Ingredient 2, Ingredient 18",Bake,None,Fall,Medium,https://example.com/recipe_894
Tofu Curry 895,Vegetarian,Post-workout,102,26,86,38,1 serving(s),23,Indian,"Ingredient 5, Ingredient 16",Slow-cook,None,Fall,Easy,https://example.com/recipe_895
Grilled Chicken 896,Paleo,Lunch,236,47,77,49,1 serving(s),34,American,"Ingredient 2, Ingredient 14",Steam,eggs,Spring,Medium,https://example.com/recipe_896
Quinoa Bowl 897,Mediterranean,Pre-workout,584,6,89,31,1 serving(s),18,International,"Ingredient 7, Ingredient 11",Boil,None,Summer,Hard,https://example.com/recipe_897
Tofu Curry 898,Vegetarian,Snacks,153,37,55,29,3 serving(s),53,Mexican,"Ingredient 4, Ingredient 16",No-Cook,fish,Summer,Easy,https://example.com/recipe_898
Grilled Chicken 899,Vegan,Snacks,405,5,73,6,1 serving(s),35,Mexican,"Ingredient 6, Ingredient 14",Slow-cook,nuts,Fall,Hard,https://example.com/recipe_899
Tofu Curry 900,Mediterranean,Breakfast,423,43,48,22,1 serving(s),16,Mediterranean,"Ingredient 4, Ingredient 19",Pan-fry,eggs,Spring,Easy,https://example.com/recipe_900
Oatmeal 901,Gluten-Free,Dinner,701,8,67,35,1 serving(s),33,International,"Ingredient 10, Ingredient 19",Boil,soy,Spring,Hard,https://example.com/recipe_901
Tofu Curry 902,Vegetarian,Post-workout,186,19,55,3,2 serving(s),20,Indian,"Ingredient 2, Ingredient 17",Slow-cook,shellfish,Winter,Hard,https://example.com/recipe_902
Chicken Wrap 903,Vegetarian,Snacks,482,20,45,18,3 serving(s),55,Mexican,"Ingredient 10, Ingredient 19",Grill,soy,Winter,Medium,https://example.com/recipe_903
Tofu Curry 904,Vegan,Breakfast,528,27,44,27,1 serving(s),5,Indian,"Ingredient 10, Ingredient 15",Slow-cook,None,Spring,Hard,https://example.com/recipe_904
Oatmeal 905,No Restrictions,Post-workout,469,6,15,23,2 serving(s),25,International,"Ingredient 5, Ingredient 20",Slow-cook,dairy,Spring,Easy,https://example.com/recipe_905
Keto Egg Salad 906,Gluten-Free,Dinner,691,45,79,22,1 serving(s),14,Middle Eastern,"Ingredient 7, Ingredient 11",Bake,soy,Winter,Easy,https://example.com/recipe_906
Keto Egg Salad 907,Vegan,Breakfast,645,46,100,32,2 serving(s),44,Asian,"Ingredient 1, Ingredient 14",Steam,fish,Winter,Medium,https://example.com/recipe_907
Quinoa Bowl 908,No Restrictions,Dinner,414,40,95,50,1 serving(s),12,Indian,"Ingredient 8, Ingredient 19",Boil,shellfish,Summer,Hard,https://example.com/recipe_908
Vegan Stir-Fry 909,Vegetarian,Lunch,100,48,9,22,3 serving(s),20,Mediterranean,"Ingredient 2, Ingredient 13",Slow-cook,eggs,All Year,Medium,https://example.com/recipe_909
Smoothie 910,Gluten-Free,Breakfast,377,49,82,21,2 serving(s),8,International,"Ingredient 1, Ingredient 19",No-Cook,eggs,Spring,Easy,https://example.com/recipe_910
Quinoa Bowl 911,Keto,Snacks,411,29,28,50,2 serving(s),50,Middle Eastern,"Ingredient 10, Ingredient 18",Bake,nuts,All Year,Medium,https://example.com/recipe_911
Vegan Stir-Fry 912,Mediterranean,Dinner,264,43,51,44,3 serving(s),51,Italian,"Ingredient 2, Ingredient 19",Bake,eggs,All Year,Easy,https://example.com/recipe_912
Quinoa Bowl 913,Paleo,Breakfast,641,39,89,12,3 serving(s),12,Mediterranean,"Ingredient 3, Ingredient 16",Bake,soy,Winter,Medium,https://example.com/recipe_913
Quinoa Bowl 914,Keto,Pre-workout,291,16,14,37,3 serving(s),28,Middle Eastern,"Ingredient 10, Ingredient 20",Air-fry,dairy,Spring,Easy,https://example.com/recipe_914
Smoothie 915,Mediterranean,Breakfast,711,34,72,42,3 serving(s),24,International,"Ingredient 7, Ingredient 20",Bake,nuts,Winter,Easy,https://example.com/recipe_915
Quinoa Bowl 916,No Restrictions,Snacks,348,31,61,43,3 serving(s),23,International,"Ingredient 6, Ingredient 14",Air-fry,None,Fall,Hard,https://example.com/recipe_916
Smoothie 917,Vegan,Dinner,798,10,71,30,3 serving(s),49,Italian,"Ingredient 4, Ingredient 11",Slow-cook,soy,Spring,Hard,https://example.com/recipe_917
Grilled Chicken 918,Vegan,Lunch,124,45,7,16,1 serving(s),43,American,"Ingredient 10, Ingredient 20",Steam,None,All Year,Easy,https://example.com/recipe_918
Keto Egg Salad 919,No Restrictions,Pre-workout,534,50,27,34,1 serving(s),28,Indian,"Ingredient 4, Ingredient 14",Air-fry,eggs,All Year,Easy,https://example.com/recipe_919
Pasta Primavera 920,Vegan,Post-workout,641,24,80,19,3 serving(s),25,Mexican,"Ingredient 4, Ingredient 15",Boil,eggs,All Year,Easy,https://example.com/recipe_920
Smoothie 921,No Restrictions,Lunch,142,5,66,6,2 serving(s),48,Italian,"Ingredient 9, Ingredient 15",Air-fry,gluten,Winter,Easy,https://example.com/recipe_921
Pasta Primavera 922,Paleo,Breakfast,487,6,51,46,3 serving(s),16,Indian,"Ingredient 6, Ingredient 11",Grill,soy,Winter,Easy,https://example.com/recipe_922
Tofu Curry 923,No Restrictions,Lunch,199,48,60,13,2 serving(s),20,Mediterranean,"Ingredient 8, Ingredient 13",Grill,shellfish,Winter,Easy,https://example.com/recipe_923
Quinoa Bowl 924,Vegan,Dinner,199,15,83,45,3 serving(s),60,Indian,"Ingredient 5, Ingredient 13",No-Cook,soy,All Year,Hard,https://example.com/recipe_924
Oatmeal 925,Gluten-Free,Post-workout,166,27,41,40,2 serving(s),7,Italian,"Ingredient 1, Ingredient 13",Grill,dairy,Fall,Hard,https://example.com/recipe_925
