Workout_Name,Duration,Intensity,Goal,Level
Cycling,58,Medium,Flexibility,Beginner
Cycling,76,High,Endurance,Beginner
Strength Training,34,Low,Endurance,Intermediate
Pilates,35,Medium,Weight Loss,Intermediate
Cycling,59,High,General Fitness,Beginner
Running,66,Medium,Muscle Gain,Advanced
HIIT,61,Low,Endurance,Beginner
Running,75,Low,Flexibility,Advanced
Cardio,62,Low,Weight Loss,Beginner
Yoga,60,Low,General Fitness,Intermediate
Boxing,32,High,Weight Loss,Intermediate
Cycling,76,High,General Fitness,Advanced
Cycling,47,High,Endurance,Beginner
CrossFit,55,Medium,General Fitness,Intermediate
Strength Training,17,High,General Fitness,Beginner
Boxing,21,Medium,Muscle Gain,Beginner
CrossFit,58,High,Flexibility,Intermediate
Pilates,34,Medium,General Fitness,Beginner
Swimming,50,Medium,Flexibility,Beginner
Pilates,15,High,Endurance,Beginner
Swimming,40,Low,Flexibility,Advanced
HIIT,63,High,Flexibility,Beginner
Boxing,57,Medium,Muscle Gain,Beginner
Running,45,Medium,Weight Loss,Intermediate
HIIT,82,Medium,Weight Loss,Intermediate
Cycling,65,High,Flexibility,Beginner
Strength Training,67,Low,Weight Loss,Advanced
Yoga,52,High,General Fitness,Beginner
Cardio,37,Medium,Endurance,Intermediate
Running,57,High,Endurance,Advanced
Pilates,70,Low,Endurance,Intermediate
Cycling,69,High,Muscle Gain,Beginner
Cardio,72,High,Weight Loss,Intermediate
CrossFit,68,Low,Endurance,Advanced
Running,36,High,Muscle Gain,Advanced
Pilates,23,Medium,Endurance,Beginner
Strength Training,72,High,Muscle Gain,Intermediate
Cycling,73,High,General Fitness,Beginner
HIIT,48,Low,Flexibility,Intermediate
Running,56,High,Flexibility,Intermediate
HIIT,54,Medium,Endurance,Beginner
Running,32,High,Flexibility,Intermediate
Swimming,63,High,General Fitness,Intermediate
Cardio,45,Medium,Muscle Gain,Advanced
Running,33,High,General Fitness,Advanced
Pilates,44,Low,Flexibility,Beginner
Cycling,61,High,Muscle Gain,Beginner
Cycling,82,Medium,Flexibility,Beginner
Yoga,83,Low,Muscle Gain,Beginner
Running,42,Low,Muscle Gain,Beginner
Cycling,65,High,Muscle Gain,Intermediate
Yoga,56,Low,General Fitness,Advanced
Running,42,Medium,Weight Loss,Intermediate
Yoga,25,High,General Fitness,Advanced
Boxing,71,Low,General Fitness,Intermediate
Boxing,71,High,Weight Loss,Beginner
Strength Training,90,Low,Muscle Gain,Beginner
Swimming,75,Medium,General Fitness,Advanced
CrossFit,65,Low,General Fitness,Intermediate
Running,64,High,Weight Loss,Advanced
Boxing,27,High,Weight Loss,Beginner
HIIT,52,Low,General Fitness,Beginner
Swimming,22,High,Weight Loss,Beginner
Yoga,55,Medium,Endurance,Beginner
Running,32,High,Flexibility,Intermediate
Cardio,15,High,Muscle Gain,Intermediate
Strength Training,81,High,Flexibility,Advanced
Boxing,80,Low,Flexibility,Intermediate
Strength Training,22,Low,Flexibility,Beginner
HIIT,38,Low,General Fitness,Beginner
Running,64,Medium,Muscle Gain,Advanced
Strength Training,17,High,Flexibility,Advanced
Cardio,67,High,Weight Loss,Advanced
Pilates,44,Medium,General Fitness,Beginner
Swimming,70,Low,General Fitness,Intermediate
Boxing,25,High,Flexibility,Advanced
Yoga,24,Medium,Muscle Gain,Intermediate
Cardio,42,Low,Muscle Gain,Advanced
Yoga,37,High,Weight Loss,Beginner
Strength Training,40,High,General Fitness,Beginner
Running,60,Medium,General Fitness,Advanced
Running,76,Medium,General Fitness,Beginner
HIIT,42,High,Weight Loss,Beginner
Strength Training,16,Low,Muscle Gain,Advanced
Boxing,29,Medium,Endurance,Advanced
Running,83,Medium,General Fitness,Advanced
Yoga,64,High,Weight Loss,Intermediate
Running,42,Low,General Fitness,Intermediate
Cardio,76,High,Muscle Gain,Intermediate
Swimming,16,High,Flexibility,Advanced
Cardio,80,High,General Fitness,Advanced
Boxing,20,Medium,Weight Loss,Advanced
Strength Training,16,Low,General Fitness,Intermediate
Cycling,88,Low,Muscle Gain,Intermediate
Yoga,29,Medium,Muscle Gain,Intermediate
CrossFit,60,High,General Fitness,Advanced
HIIT,82,High,Endurance,Intermediate
HIIT,74,Medium,Weight Loss,Advanced
CrossFit,18,High,Endurance,Beginner
Boxing,33,High,General Fitness,Advanced
Boxing,57,Low,Muscle Gain,Intermediate
Strength Training,15,Medium,Weight Loss,Advanced
HIIT,89,Low,General Fitness,Beginner
Cardio,31,Low,General Fitness,Intermediate
HIIT,52,Low,Weight Loss,Intermediate
Boxing,49,High,Flexibility,Beginner
Cycling,29,Medium,Weight Loss,Intermediate
Strength Training,15,Medium,Endurance,Advanced
Swimming,74,Low,Endurance,Intermediate
Cardio,35,High,General Fitness,Beginner
HIIT,31,High,Muscle Gain,Intermediate
Pilates,89,Low,Endurance,Advanced
Boxing,67,High,General Fitness,Beginner
Yoga,61,High,Endurance,Intermediate
Running,76,Medium,General Fitness,Intermediate
Boxing,61,Medium,Weight Loss,Intermediate
Running,85,High,Endurance,Beginner
Pilates,47,Low,Weight Loss,Beginner
Pilates,50,Medium,Flexibility,Beginner
Running,83,Low,General Fitness,Beginner
Pilates,58,Medium,Weight Loss,Intermediate
Boxing,31,Low,General Fitness,Beginner
Boxing,72,Low,Flexibility,Intermediate
Yoga,82,Medium,Flexibility,Advanced
Boxing,45,Low,Flexibility,Advanced
Boxing,27,High,Weight Loss,Advanced
Cardio,89,High,Muscle Gain,Intermediate
Strength Training,25,High,Weight Loss,Advanced
Boxing,24,Low,Endurance,Beginner
Running,81,Low,Muscle Gain,Intermediate
Cardio,46,Low,Flexibility,Intermediate
Yoga,43,Medium,Endurance,Intermediate
Boxing,45,High,Flexibility,Advanced
Strength Training,26,Medium,Endurance,Intermediate
CrossFit,20,High,Muscle Gain,Advanced
CrossFit,58,Medium,Muscle Gain,Beginner
Boxing,70,High,Flexibility,Intermediate
Yoga,77,Low,General Fitness,Intermediate
Pilates,82,Low,General Fitness,Advanced
Strength Training,15,Low,Flexibility,Advanced
Pilates,23,High,Weight Loss,Intermediate
Cardio,74,High,Endurance,Beginner
Boxing,41,High,General Fitness,Advanced
CrossFit,71,Medium,Endurance,Beginner
Yoga,24,High,Weight Loss,Intermediate
Yoga,21,High,Flexibility,Advanced
Cycling,26,Medium,Flexibility,Advanced
Cycling,73,Low,General Fitness,Intermediate
HIIT,15,High,Muscle Gain,Beginner
CrossFit,68,Low,Flexibility,Advanced
Yoga,75,High,Endurance,Advanced
Yoga,17,High,Weight Loss,Advanced
Cycling,64,High,Flexibility,Beginner
Pilates,72,Low,Weight Loss,Advanced
Swimming,41,Low,Muscle Gain,Intermediate
Running,68,Medium,General Fitness,Advanced
Yoga,41,Medium,Endurance,Intermediate
Cardio,22,Low,Endurance,Advanced
Yoga,64,Low,Flexibility,Intermediate
Boxing,55,Medium,Muscle Gain,Beginner
CrossFit,48,Medium,Flexibility,Intermediate
Swimming,31,Low,Endurance,Beginner
Cycling,83,Medium,General Fitness,Beginner
HIIT,76,Medium,Endurance,Beginner
Cardio,25,High,General Fitness,Beginner
CrossFit,62,Medium,General Fitness,Beginner
Strength Training,51,Medium,General Fitness,Beginner
Cardio,83,Low,Flexibility,Advanced
Swimming,79,High,Endurance,Intermediate
Running,78,Low,Endurance,Advanced
CrossFit,68,Low,Muscle Gain,Beginner
Cardio,25,Medium,Endurance,Intermediate
Swimming,55,High,Weight Loss,Intermediate
Strength Training,15,High,General Fitness,Advanced
Strength Training,54,High,Weight Loss,Advanced
Yoga,67,High,General Fitness,Advanced
Pilates,74,Low,General Fitness,Intermediate
Cardio,90,Medium,Muscle Gain,Advanced
Cycling,28,High,Endurance,Advanced
Cardio,45,High,General Fitness,Beginner
Running,59,Low,General Fitness,Intermediate
HIIT,88,High,Flexibility,Advanced
Pilates,58,Medium,Endurance,Advanced
Boxing,70,Low,General Fitness,Beginner
Strength Training,52,Low,Muscle Gain,Intermediate
HIIT,68,Low,Muscle Gain,Advanced
Cardio,73,Medium,Flexibility,Beginner
Cardio,35,High,Weight Loss,Intermediate
Swimming,44,Medium,General Fitness,Beginner
HIIT,27,Low,Endurance,Intermediate
Running,64,Low,General Fitness,Beginner
Running,62,High,Endurance,Intermediate
Yoga,21,Medium,Weight Loss,Intermediate
Cardio,86,High,Flexibility,Intermediate
CrossFit,81,High,Endurance,Intermediate
Yoga,26,High,General Fitness,Advanced
Boxing,82,High,Endurance,Beginner
Cardio,89,Medium,Muscle Gain,Intermediate
CrossFit,90,High,Weight Loss,Intermediate
Swimming,42,Low,Endurance,Intermediate
Boxing,39,High,Flexibility,Advanced
Boxing,17,Medium,Endurance,Intermediate
Running,19,Medium,Endurance,Beginner
Strength Training,18,Low,Flexibility,Advanced
Running,60,Medium,Weight Loss,Intermediate
Cardio,47,High,Muscle Gain,Advanced
Cycling,81,Medium,Flexibility,Beginner
Strength Training,74,High,Weight Loss,Intermediate
CrossFit,42,High,General Fitness,Beginner
Running,48,High,Endurance,Intermediate
Cardio,36,Low,Weight Loss,Beginner
Cycling,15,High,General Fitness,Advanced
Cycling,72,High,General Fitness,Intermediate
Yoga,38,High,General Fitness,Advanced
Cardio,30,Medium,Weight Loss,Advanced
Cycling,71,Medium,Flexibility,Intermediate
HIIT,71,Low,Flexibility,Intermediate
HIIT,24,Low,Weight Loss,Advanced
CrossFit,77,Medium,Flexibility,Beginner
Cycling,68,Low,Weight Loss,Advanced
Swimming,39,Low,Flexibility,Beginner
Cardio,70,Medium,Endurance,Intermediate
Pilates,81,Medium,Flexibility,Advanced
Swimming,27,Low,Weight Loss,Intermediate
HIIT,58,Medium,Flexibility,Advanced
Pilates,54,Low,Flexibility,Intermediate
Strength Training,63,Low,Endurance,Beginner
Yoga,38,Medium,Weight Loss,Intermediate
Swimming,46,High,Endurance,Beginner
Yoga,51,High,General Fitness,Beginner
Strength Training,42,Medium,Flexibility,Advanced
Yoga,43,Low,Muscle Gain,Advanced
Boxing,88,High,Endurance,Advanced
Yoga,78,Low,General Fitness,Beginner
Cardio,69,Low,Weight Loss,Intermediate
CrossFit,41,Medium,Muscle Gain,Intermediate
Boxing,82,High,Weight Loss,Beginner
Strength Training,70,High,Endurance,Advanced
Pilates,63,Low,Endurance,Intermediate
Strength Training,31,Medium,Weight Loss,Beginner
Pilates,47,Medium,General Fitness,Intermediate
Swimming,46,High,Weight Loss,Advanced
Swimming,41,High,Flexibility,Beginner
Pilates,22,Medium,Muscle Gain,Advanced
Cycling,60,Medium,Flexibility,Beginner
Cycling,52,High,Flexibility,Advanced
Swimming,58,High,Weight Loss,Intermediate
Running,88,Medium,Muscle Gain,Advanced
Cardio,26,High,Muscle Gain,Beginner
Cycling,72,Medium,Weight Loss,Intermediate
Cycling,33,Medium,Flexibility,Beginner
Yoga,59,Medium,Flexibility,Beginner
Running,20,High,General Fitness,Intermediate
HIIT,66,High,Weight Loss,Intermediate
Cycling,46,High,Endurance,Beginner
Swimming,57,High,General Fitness,Intermediate
Cycling,49,High,Weight Loss,Beginner
Running,85,High,Muscle Gain,Beginner
HIIT,68,Low,Endurance,Beginner
Running,83,Low,General Fitness,Beginner
Running,44,Low,Endurance,Beginner
Running,67,High,Muscle Gain,Intermediate
CrossFit,76,Low,Muscle Gain,Beginner
Running,77,High,Endurance,Advanced
Boxing,18,High,Flexibility,Advanced
CrossFit,42,Medium,Endurance,Advanced
Strength Training,16,High,Endurance,Beginner
Cardio,85,Medium,Flexibility,Beginner
Boxing,57,Medium,General Fitness,Advanced
Cycling,42,Low,Endurance,Beginner
Yoga,80,Medium,Muscle Gain,Intermediate
Yoga,71,High,Flexibility,Beginner
Cardio,66,High,Endurance,Intermediate
Swimming,57,High,Endurance,Beginner
HIIT,60,High,Flexibility,Advanced
Yoga,21,Low,Weight Loss,Beginner
Strength Training,52,Medium,General Fitness,Advanced
Cycling,33,Low,Weight Loss,Beginner
Yoga,65,Medium,General Fitness,Beginner
Boxing,22,Low,Weight Loss,Beginner
Cycling,85,High,Endurance,Intermediate
Yoga,51,Medium,Weight Loss,Intermediate
Boxing,51,Low,General Fitness,Beginner
Cardio,33,Medium,Endurance,Intermediate
Running,59,Medium,General Fitness,Advanced
CrossFit,67,Low,Weight Loss,Beginner
Pilates,15,Medium,Endurance,Advanced
Cardio,77,High,Flexibility,Intermediate
CrossFit,56,Medium,Muscle Gain,Advanced
Yoga,54,Low,Weight Loss,Beginner
HIIT,79,High,Flexibility,Beginner
Swimming,78,Low,General Fitness,Beginner
Cardio,74,Medium,Muscle Gain,Beginner
HIIT,24,Low,Endurance,Advanced
HIIT,83,Medium,Flexibility,Advanced
Boxing,90,High,General Fitness,Intermediate
Swimming,56,High,General Fitness,Intermediate
Cardio,26,High,Muscle Gain,Beginner
Running,46,Medium,Weight Loss,Beginner
Strength Training,50,Low,Weight Loss,Intermediate
Pilates,74,Low,Flexibility,Advanced
Yoga,82,Low,Endurance,Beginner
Cardio,21,Medium,Endurance,Intermediate
Pilates,76,High,Endurance,Beginner
Running,44,Medium,Flexibility,Beginner
HIIT,45,Medium,Flexibility,Advanced
Swimming,80,Low,Muscle Gain,Intermediate
Yoga,83,Medium,Endurance,Advanced
Running,88,Low,Weight Loss,Beginner
Running,62,High,General Fitness,Advanced
CrossFit,18,Medium,General Fitness,Beginner
CrossFit,83,Medium,General Fitness,Beginner
CrossFit,38,High,Weight Loss,Beginner
Strength Training,65,Low,Weight Loss,Beginner
Strength Training,64,Low,Weight Loss,Beginner
CrossFit,88,Low,Flexibility,Advanced
Yoga,49,Low,Weight Loss,Advanced
Strength Training,84,High,Weight Loss,Advanced
Cycling,41,Medium,Muscle Gain,Intermediate
Running,54,High,Flexibility,Intermediate
Yoga,62,Medium,General Fitness,Intermediate
Swimming,32,Medium,Endurance,Intermediate
Boxing,77,High,Flexibility,Advanced
Swimming,82,High,General Fitness,Beginner
Boxing,47,High,General Fitness,Advanced
CrossFit,65,Medium,Muscle Gain,Beginner
Yoga,62,Low,Endurance,Advanced
Cycling,18,Medium,General Fitness,Beginner
Cycling,69,High,Muscle Gain,Beginner
HIIT,45,Low,Endurance,Beginner
Boxing,40,Low,General Fitness,Beginner
Running,34,Medium,General Fitness,Intermediate
Running,71,Low,General Fitness,Beginner
Pilates,69,Medium,Weight Loss,Intermediate
Cardio,38,Medium,Weight Loss,Beginner
Strength Training,53,High,Flexibility,Beginner
Boxing,68,Low,General Fitness,Beginner
Yoga,47,High,Weight Loss,Beginner
Strength Training,24,Low,Muscle Gain,Intermediate
Cycling,73,Medium,Muscle Gain,Beginner
Cycling,90,Low,Endurance,Advanced
Yoga,62,Low,General Fitness,Advanced
Swimming,65,Low,General Fitness,Advanced
Yoga,78,Medium,Weight Loss,Beginner
Boxing,60,Low,Endurance,Advanced
Swimming,50,Low,Endurance,Beginner
Cycling,43,Medium,General Fitness,Intermediate
Yoga,37,Low,Muscle Gain,Intermediate
Boxing,43,Medium,Weight Loss,Beginner
HIIT,71,High,Weight Loss,Advanced
Yoga,86,Low,Muscle Gain,Beginner
Strength Training,81,Medium,Endurance,Beginner
Cycling,24,Low,Weight Loss,Intermediate
Strength Training,48,Low,Flexibility,Beginner
Yoga,59,Low,Weight Loss,Beginner
Swimming,88,High,Muscle Gain,Beginner
Cycling,61,Low,Muscle Gain,Intermediate
Boxing,48,Low,Muscle Gain,Beginner
Yoga,63,Low,General Fitness,Advanced
Cardio,74,High,Endurance,Intermediate
Pilates,61,High,Flexibility,Beginner
Swimming,46,High,General Fitness,Advanced
CrossFit,43,High,General Fitness,Beginner
Swimming,35,Medium,Flexibility,Beginner
CrossFit,31,High,Weight Loss,Intermediate
Boxing,90,Low,Endurance,Advanced
Yoga,46,Low,General Fitness,Advanced
Yoga,43,Low,General Fitness,Intermediate
CrossFit,35,High,General Fitness,Beginner
Boxing,28,High,Flexibility,Intermediate
Yoga,29,Low,General Fitness,Beginner
Running,66,High,General Fitness,Intermediate
HIIT,59,Low,General Fitness,Beginner
Boxing,72,Medium,General Fitness,Intermediate
HIIT,31,Medium,Muscle Gain,Intermediate
Cardio,71,Low,General Fitness,Advanced
Swimming,62,High,Weight Loss,Advanced
Swimming,43,Medium,Weight Loss,Intermediate
Strength Training,32,Low,Muscle Gain,Beginner
Strength Training,49,High,Weight Loss,Advanced
HIIT,85,Low,General Fitness,Advanced
Cycling,18,High,Endurance,Intermediate
HIIT,66,High,Endurance,Advanced
Cycling,85,Medium,Muscle Gain,Beginner
Cycling,64,High,Flexibility,Advanced
HIIT,32,Medium,Endurance,Intermediate
Strength Training,72,High,General Fitness,Advanced
Running,80,Low,Flexibility,Intermediate
HIIT,89,High,Muscle Gain,Intermediate
Cycling,34,Low,Flexibility,Advanced
CrossFit,15,High,General Fitness,Beginner
Cardio,87,Low,Flexibility,Beginner
Cardio,52,High,Muscle Gain,Intermediate
Yoga,83,High,General Fitness,Beginner
Cardio,90,High,Muscle Gain,Intermediate
Boxing,67,Medium,Weight Loss,Intermediate
Cycling,23,Low,General Fitness,Beginner
CrossFit,87,High,Flexibility,Beginner
Cardio,67,Low,Endurance,Advanced
Strength Training,55,High,Flexibility,Advanced
CrossFit,36,High,General Fitness,Advanced
HIIT,80,High,Endurance,Beginner
Yoga,29,Low,Endurance,Beginner
Yoga,31,Low,Weight Loss,Advanced
Swimming,34,Medium,Flexibility,Advanced
Cycling,71,Medium,Flexibility,Beginner
Swimming,56,High,Muscle Gain,Beginner
Swimming,55,High,General Fitness,Intermediate
Strength Training,74,Medium,Muscle Gain,Intermediate
HIIT,20,Low,Weight Loss,Beginner
Cardio,53,Low,Endurance,Advanced
CrossFit,28,High,General Fitness,Advanced
Cycling,38,Low,General Fitness,Beginner
Pilates,52,High,Weight Loss,Intermediate
Strength Training,88,Low,Weight Loss,Advanced
CrossFit,78,High,Endurance,Beginner
Strength Training,83,Medium,Flexibility,Advanced
Boxing,82,Low,Weight Loss,Intermediate
Cardio,32,Medium,Muscle Gain,Intermediate
Pilates,62,Medium,Weight Loss,Beginner
HIIT,49,Medium,Weight Loss,Beginner
Cycling,66,High,Endurance,Intermediate
Cycling,49,Medium,Weight Loss,Beginner
CrossFit,78,Medium,Endurance,Advanced
Yoga,45,Medium,Flexibility,Advanced
Cycling,60,Low,Flexibility,Advanced
HIIT,57,Low,Endurance,Intermediate
CrossFit,79,Low,Weight Loss,Beginner
Swimming,85,High,Flexibility,Advanced
Pilates,82,High,Flexibility,Beginner
Cardio,72,Low,General Fitness,Advanced
Boxing,76,High,Endurance,Beginner
Yoga,59,Low,Muscle Gain,Advanced
HIIT,27,Medium,Muscle Gain,Beginner
Boxing,66,Medium,Weight Loss,Advanced
Yoga,80,High,Endurance,Intermediate
CrossFit,75,High,Muscle Gain,Beginner
CrossFit,34,Low,Muscle Gain,Beginner
Pilates,72,Medium,General Fitness,Intermediate
Pilates,22,High,General Fitness,Beginner
Boxing,36,Medium,Endurance,Beginner
Strength Training,61,High,General Fitness,Intermediate
Strength Training,72,Low,Weight Loss,Beginner
Boxing,55,High,Endurance,Intermediate
Pilates,53,High,General Fitness,Intermediate
Cycling,71,Medium,Weight Loss,Advanced
Yoga,26,Low,Flexibility,Intermediate
Cycling,73,Low,Endurance,Intermediate
CrossFit,71,Medium,Weight Loss,Beginner
Cardio,18,Low,Endurance,Intermediate
Strength Training,17,High,Weight Loss,Advanced
Running,76,Low,Endurance,Advanced
CrossFit,33,High,Weight Loss,Beginner
CrossFit,22,Low,Endurance,Advanced
CrossFit,53,Medium,Endurance,Beginner
CrossFit,61,Medium,Endurance,Intermediate
Boxing,22,Low,General Fitness,Advanced
HIIT,30,Low,Muscle Gain,Advanced
HIIT,17,Medium,General Fitness,Beginner
CrossFit,67,Medium,General Fitness,Intermediate
Yoga,50,Medium,Flexibility,Intermediate
Running,26,High,Weight Loss,Intermediate
Pilates,40,Medium,Flexibility,Advanced
Swimming,16,Medium,Weight Loss,Advanced
Running,78,High,Endurance,Intermediate
Pilates,63,Low,Weight Loss,Advanced
Cycling,37,Low,Endurance,Beginner
Running,46,Low,Flexibility,Intermediate
HIIT,63,Low,Weight Loss,Advanced
Running,41,Low,Endurance,Beginner
HIIT,48,Low,Weight Loss,Advanced
Swimming,33,Low,Flexibility,Intermediate
HIIT,48,Medium,Endurance,Intermediate
Running,87,Medium,Muscle Gain,Beginner
Boxing,89,High,Flexibility,Advanced
CrossFit,71,Low,Weight Loss,Beginner
Running,38,Medium,Endurance,Advanced
Strength Training,34,Low,Weight Loss,Beginner
HIIT,26,High,Weight Loss,Intermediate
Cardio,88,Medium,Muscle Gain,Advanced
HIIT,39,Low,Muscle Gain,Advanced
HIIT,38,High,Muscle Gain,Beginner
Boxing,75,Medium,Flexibility,Beginner
Pilates,37,Medium,Weight Loss,Advanced
Cardio,88,Medium,Muscle Gain,Advanced
Pilates,61,Medium,Endurance,Intermediate
Running,34,High,Endurance,Beginner
Boxing,22,Medium,Flexibility,Beginner
Yoga,42,Medium,Flexibility,Beginner
Boxing,17,Medium,Muscle Gain,Beginner
Boxing,81,Low,Endurance,Intermediate
Boxing,69,Low,Weight Loss,Advanced
Cycling,70,Low,Endurance,Advanced
Strength Training,74,Low,Endurance,Intermediate
Cardio,16,Low,Weight Loss,Intermediate
Running,37,Medium,General Fitness,Intermediate
HIIT,55,High,Flexibility,Intermediate
Strength Training,34,Low,Weight Loss,Advanced
